objectid,bevoegd_gezag_nummer,brinnummer,vestigingsnummer,vestigingsnaam,denominatie,soort_primair_onderwijs,cluster,straatnaam,huisnummer_toevoeging,pc6,plaatsnaam,gem_code,gemeentenaam,provincie,ggd,internetadres,xcoord,ycoord,geocod,opmerking_geocode,leerlingen,lftd_1tm6,lftd_7tm9,lftd_10tm12,lftd_13tm15,lftd_16tm20,lftd_21tm27
81,41506,13KL,13KL01,Monseigneur Hanssenschool,Rooms-Katholiek,(V)SO,2,Burg Geuljanslaan,16,6041NB,ROERMOND,957,ROERMOND,Limburg,GGD Limburg-Noord,                                                                                ,196258,355250,pc6hnrgeentoev,,33,10,15.25,7.75,0,0,0
82,41506,20IF,20IF00,Speciaal Onderwijs Voortgezet Speciaal Onderwijs Catharina,Rooms-Katholiek,(V)SO,3,Smidserweg,4,6419CP,HEERLEN,917,HEERLEN,Limburg,GGD Zuid-Limburg,www.so-catharina.nl,196048,321000,pc6hnrgeentoev,,195,11.5,34,43.5,54.5,51.5,0
83,41506,21SG,21SG00,SO VSO De Zonnewijzer,Rooms-Katholiek,(V)SO,4,Heldevierlaan,4,6415SB,HEERLEN,917,HEERLEN,Limburg,GGD Zuid-Limburg,www.so-zonnewijzer.nl,196608,323426,pc6hnrgeentoev,,411,36.5,101.75,122.25,105.5,45,0
84,41516,16PB,16PB00,ZMLK School St Jan Baptist,Algemeen bijzonder,(V)SO,3,Heistraat,78,6467LR,KERKRADE,928,KERKRADE,Limburg,GGD Zuid-Limburg,www.janbaptistkerkrade.nl,199663,320207,pc6hnrgeentoev,,153,12.5,30.5,35.25,39,35.75,0
85,41821,01UO,01UO00,Zeer Moeilijk Opvoedbare Kinderen School De Buitenhof,Algemeen bijzonder,(V)SO,4,Kloosterkensweg,6,6419PJ,HEERLEN,917,HEERLEN,Limburg,GGD Zuid-Limburg,www.buitenhof-school.nl,196069,320238,pc6hnrgeentoev,,331,7.25,44.25,88.5,126.5,64.5,0
86,41821,02KX,02KX00,Zmok Jozef,Rooms-Katholiek,(V)SO,4,Pater Kustersweg,3,6267NL,CADIER EN KEER,1903,EIJSDEN-MARGRATEN,Limburg,GGD Zuid-Limburg,www.sovso-stjozef.nl,180385,316627,pc6hnrgeentoev,,97,0,0,2,41.25,53,0.75
87,41821,02KX,02KX01,Zmok Jozef,Rooms-Katholiek,(V)SO,4,Pater Kustersweg,3,6267NL,CADIER EN KEER,1903,EIJSDEN-MARGRATEN,Limburg,GGD Zuid-Limburg,www.sovso-stjozef.nl,180385,316627,pc6hnrgeentoev,,25,0,0,0,3,18,4
88,41821,02KX,02KX03,Zmok Jozef,Rooms-Katholiek,(V)SO,4,Pater Kustersweg,3,6267NL,CADIER EN KEER,1903,EIJSDEN-MARGRATEN,Limburg,GGD Zuid-Limburg,www.sovso-stjozef.nl,180385,316627,pc6hnrgeentoev,,85,0,0,0.5,33,51.5,0
89,44813,01RB,01RB00,Zeer Moeilijk Lerende Kinderen De Maaskei,Rooms-Katholiek,(V)SO,3,Wessemerweg,3,6097NA,HEEL,1641,MAASGOUW,Limburg,GGD Limburg-Noord,                                                                                ,190282,354102,pc6hnrgeentoev,,110,4,13,25.5,29.25,38.25,0
90,44813,17GQ,17GQ00,Vijverhofschool,Rooms-Katholiek,(V)SO,3,Simon Stevinstraat,4,5916PZ,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,www.vijverhofschool.nl,210328,378337,pc6hnrgeentoev,,217,14,26.25,43,66.5,67.25,0
91,72905,08ZP,08ZP01,De Beemden,Rooms-Katholiek,(V)SO,2,Garnizoenweg,12,5928NA,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,                                                                                ,208932,376230,pc6hnrgeentoev,,25,4.5,11.5,9,0,0,0
92,74803,14VR,14VR00,Adelante Onderwijs,Rooms-Katholiek,(V)SO,3,Onderstestraat,29,6301KA,VALKENBURG LB,994,VALKENBURG AAN DE GEUL,Limburg,GGD Zuid-Limburg,www.adelante-zorggroep.nl,183551,320022,pc6hnrgeentoev,,324,40.25,55,78,73.25,77.5,0
93,83280,04EP,04EP00,ZMOK School Xaverius,Rooms-Katholiek,(V)SO,4,Valkstraat,2-A,6135GC,SITTARD,1883,SITTARD-GELEEN,Limburg,GGD Zuid-Limburg,www.xaverius-sittard.nl,187775,334925,pc6hnrtoev,,283,51,67.5,59,52.25,53.25,0
94,83280,12QN,12QN00,De Parkschool,Rooms-Katholiek,(V)SO,3,Onderste Sittarderweg,4,6141AZ,LIMBRICHT,1883,SITTARD-GELEEN,Limburg,GGD Zuid-Limburg,www.deparkschool.nl,187108,335892,pc6hnrgeentoev,,212,11,30.25,47.5,55,68.25,0
95,85581,01UQ,01UQ00,School voor Langdurige Zieke Kinderen De Wijnberg,Rooms-Katholiek,(V)SO,4,Postweg,88,5915HB,VENLO,983,VENLO,Limburg,GGD Limburg-Noord,                                                                                ,211532,375620,pc6hnrgeentoev,,150,57,51.25,41,0.75,0,0
96,85581,01UQ,01UQ03,School voor Langdurige Zieke Kinderen De Wijnberg,Rooms-Katholiek,(V)SO,4,Molenpad,10,5801VD,VENRAY,984,VENRAY,Limburg,GGD Limburg-Noord,                                                                                ,195296,392672,pc6hnrgeentoev,,19,15.5,3.5,0,0,0,0
97,85581,01UQ,01UQ04,School voor Langdurige Zieke Kinderen De Wijnberg,Rooms-Katholiek,(V)SO,4,Dr. Kuyperstraat,219,6004AK,WEERT,988,WEERT,Limburg,GGD Limburg-Noord,                                                                                ,178157,362249,pc6hnrgeentoev,,18,15.5,2.5,0,0,0,0
98,20233,02ZX,02ZX00,Mytylsch Tilburg,Rooms-Katholiek,(V)SO,3,Professor Stoltehof,1,5022KE,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.mytylschooltilburg.nl,135304,394809,pc6hnrgeentoev,,320,44.25,57,74,80.5,64.25,0
99,41008,10OL,10OL00,De Rungraaf School voor Speciaal Onderwijs aan Zeer Moeilijk Opvoedbare Kinderen,Rooms-Katholiek,(V)SO,4,Vlokhovenseweg,41-A,5625WT,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.rungraaf.nl,161720,387034,pc6hnrtoev,,284,75,91.25,117.75,0,0,0
100,41008,10OL,10OL04,De Rungraaf School voor Speciaal Onderwijs aan Zeer Moeilijk Opvoedbare Kinderen,Rooms-Katholiek,(V)SO,4,Wildheuvel,21 -23,5685CD,BEST,753,BEST,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,153938,390105,pc6hnr,,37,2.25,15.75,18.25,0.75,0,0
101,41008,19ES,19ES00,De Hilt Orthopedagogisch onderwijsinstituut voor SO en VSO,Openbaar,(V)SO,4,Azalealaan,38,5701CM,HELMOND,794,HELMOND,Noord-Brabant,GGD Brabant-Zuidoost,www.aloysiusstichting.nl,174877,387556,pc6hnrgeentoev,,197,33,30.25,41.75,68.25,23.75,0
102,41200,02RH,02RH00,Het Berkenhofcollege (V) SO,Rooms-Katholiek,(V)SO,4,Galderseweg,87,4836AD,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,112571,394592,pc6hnrgeentoev,,619,6.5,67.75,151.5,287.75,105.5,0
103,41200,02RH,02RH01,De Fakkel School voor Speciaal Onderwijs,Rooms-Katholiek,(V)SO,4,Van Goghlaan,8,4703JB,ROOSENDAAL,1674,ROOSENDAAL,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,89735,394621,pc6hnrgeentoev,,124,40.75,43,40.25,0,0,0
104,41200,02RH,02RH02,Het Aventurijncollege,Rooms-Katholiek,(V)SO,4,Reigerlaan,72,4661AE,HALSTEREN,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,                                                                                ,79369,392328,pc6hnrgeentoev,,150,0,0,14.25,104.75,31,0
105,41200,23GY,23GY00,Het Warandecollege,Algemeen bijzonder,(V)SO,4,Bredaseweg,140,4904SC,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,117392,405302,pc6hnrgeentoev,,86,28.25,24.75,11.5,15,6.5,0
106,41200,23GY,23GY01,Het Ginnekencollege,Algemeen bijzonder,(V)SO,4,Galderseweg,7,4836AB,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,113046,396464,pc6hnrgeentoev,,65,0,0,0,3.5,52.75,8.75
107,41200,23GY,23GY02,Het Moza•kcollege,Algemeen bijzonder,(V)SO,4,Charitasstraat,8,4702ZM,ROOSENDAAL,1674,ROOSENDAAL,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,91209,394760,pc6hnrgeentoev,,31,0,0,5.25,17.25,8.5,0
108,41200,23GY,23GY05,Gesloten Jeugdzorg Inrichting Warandecollege,Algemeen bijzonder,(V)SO,4,Bredaseweg,140,4904SC,OOSTERHOUT NB,826,OOSTERHOUT,Noord-Brabant,GGD West-Brabant,www.hetdriespan.nl,117392,405302,pc6hnrgeentoev,,25,0,0,0.75,14,10.25,0
109,41407,02RK,02RK00,Mytylschool De Schalm,Rooms-Katholiek,(V)SO,3,Brabantlaan,3,4817JW,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.mytylschooldeschalm.nl,113550,400161,pc6hnrgeentoev,,208,24.25,34.5,37.5,71.25,40.5,0
110,41407,21RO,21RO00,Liduinaschool,Rooms-Katholiek,(V)SO,3,Landheining,6,4817DM,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,www.liduinaschoolbreda.nl,114957,400257,pc6hnrgeentoev,,446,35.25,72.75,90.25,117.75,130,0
111,41411,23JU,23JU00,School voor Speciaal en Voortgezet Speciaal Onderwijs de Boschkens,Rooms-Katholiek,(V)SO,3 en 4,Dr. Keyzerlaan,23,5051PB,GOIRLE,785,GOIRLE,Noord-Brabant,GGD Hart voor Brabant,www.sgdekeyzer.nl,132805,393724,pc6hnrgeentoev,,403,44.25,82.75,142,106,28,0
112,42536,25HE,25HE00,Koninklijke Visio Onderwijs Zuid,Algemeen bijzonder,(V)SO,1,St. Elisabethstraat,4,5361HK,GRAVE,786,GRAVE,Noord-Brabant,GGD Hart voor Brabant,www.visio.org,179431,418721,pc6hnrgeentoev,,129,11,24.75,32,38,23.25,0
113,42536,25HE,25HE02,Onderwijsinstelling Sensis,Rooms-Katholiek,(V)SO,1,Galderseweg,65,4836AC,BREDA,758,BREDA,Noord-Brabant,GGD West-Brabant,                                                                                ,112985,395675,pc6hnrgeentoev,,65,5.5,12.75,9.5,13,24.25,0
114,42572,00RT,00RT00,NBS v ZMOK De Sonnewijser,Algemeen bijzonder,(V)SO,4,Gerrit van der Veenstr,24,5348RD,OSS,828,OSS,Noord-Brabant,GGD Hart voor Brabant,www.sonnewijser.nl,164752,420521,pc6hnrgeentoev,,149,1.25,13.25,32.75,51.5,50.25,0
115,42572,00RT,00RT03,NBS v ZMOK De Sonnewijser,Algemeen bijzonder,(V)SO,4,Land van Ravensteinstr,56,5402EK,UDEN,856,UDEN,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,170875,408081,pc6hnrgeentoev,,75,1.25,31,42,0.75,0,0
116,44201,01PJ,01PJ00,School voor Zeer Moeilijk Lerenden De Groote Aard,Algemeen bijzonder,(V)SO,3,Mortel,1,5521TP,EERSEL,770,EERSEL,Noord-Brabant,GGD Brabant-Zuidoost,www.grooteaard.nl,150489,374845,pc6hnrgeentoev,,110,3.5,17,20.75,39.75,29,0
117,50143,01OZ,01OZ00,P.I.-school Hondsberg,Algemeen bijzonder,(V)SO,3 en 4,Hondsberg,5,5062JT,OISTERWIJK,824,OISTERWIJK,Noord-Brabant,GGD Hart voor Brabant,www.koraalgroep.nl,141400,397362,pc6hnrgeentoev,,152,10.75,29.25,50.75,45.25,16,0
118,50143,03XK,03XK00,Micha‘lschool,Rooms-Katholiek,(V)SO,4,Schijndelseweg,3,5283AB,BOXTEL,757,BOXTEL,Noord-Brabant,GGD Hart voor Brabant,www.michaelschool.info,151221,400536,pc6hnrgeentoev,,245,0,4.75,47.5,97,95.75,0
119,50143,03XK,03XK02,Het Dok,Rooms-Katholiek,(V)SO,4,Boschdijk,771,5626AB,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,159150,386484,pc6hnrgeentoev,,77,0,0,0,18.5,52,6.5
120,50143,21GN,21GN00,RK School voor SOVSO ZMOK De Rietlanden,Rooms-Katholiek,(V)SO,4,Jan Olieslagersstraat,3,5224BD,'S-HERTOGENBOSCH,796,S HERTOGENBOSCH,Noord-Brabant,GGD Hart voor Brabant,www.koraalgroep.nl,146516,412102,pc6hnrgeentoev,,410,47.75,67.5,112.25,112.5,70,0
121,54679,24EN,24EN00,Instituut voor Doven School Rafael,Rooms-Katholiek,(V)SO,2,Theerestraat,42,5271GD,SINT-MICHIELSGESTEL,845,SINT-MICHIELSGESTEL,Noord-Brabant,GGD Hart voor Brabant,www.rafael.kentalis.nl,152020,405884,pc6hnrgeentoev,,35,0.25,3.25,8.25,8,15.25,0
122,72905,08ZP,08ZP00,De Beemden,Rooms-Katholiek,(V)SO,2,Toledolaan,1,5629CC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.taalbrug.nl,159719,388982,pc6hnrgeentoev,,273,23,40.5,73.5,86.25,49.75,0
123,72905,16SO,16SO00,Mytylschool,Rooms-Katholiek,(V)SO,3,Toledolaan,4,5629CC,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.mytylschooleindhoven.nl,159647,388873,pc6hnrgeentoev,,172,24.5,39.75,41,42.25,24.5,0
124,72905,19HT,19HT00,Mgr Bekkerschool,Rooms-Katholiek,(V)SO,3,Jacob Oppenheimstraat,1,5652HG,EINDHOVEN,772,EINDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.mbseindhoven.nl,159017,383485,pc6hnrgeentoev,,207,4.25,28.25,54.75,64.5,55.25,0
125,73114,01FX,01FX00,ZML De Bodde,Rooms-Katholiek,(V)SO,3,Karel Boddenweg,1,5044EL,TILBURG,855,TILBURG,Noord-Brabant,GGD Hart voor Brabant,www.debodde.nl,130035,398768,pc6hnrgeentoev,,274,17.5,36.25,58.25,84.5,77.5,0
126,73906,05HJ,05HJ00,De Berkenschutse,Rooms-Katholiek,(V)SO,3 en 4,Sterkselseweg,65,5591VE,HEEZE,1658,HEEZE-LEENDE,Noord-Brabant,GGD Brabant-Zuidoost,www.berkenschutse.nl,169438,374954,pc6hnrgeentoev,,603,27.25,49,103.25,220.5,201.5,1.5
127,74023,14VL,14VL00,Expertisecentrum Antoon van Dykschool,Rooms-Katholiek,(V)SO,3,Deurneseweg,15,5709AH,HELMOND,794,HELMOND,Noord-Brabant,GGD Brabant-Zuidoost,www.antoonvandijkschool.nl,177310,386849,pc6hnrgeentoev,,233,13,35,61.25,65.25,58.5,0
128,74127,02SK,02SK00,Mytylschool Gabriel,Rooms-Katholiek,(V)SO,3,Klokkenlaan,2,5231BA,'S-HERTOGENBOSCH,796,S HERTOGENBOSCH,Noord-Brabant,GGD Hart voor Brabant,www.mytylschool-gabriel.nl,149643,413840,pc6hnrgeentoev,,196,24,44.75,44.75,47.5,35,0
129,74154,16LO,16LO00,De Kameleon,Rooms-Katholiek,(V)SO,3,Gerard ter Borchstraat,51,4703NL,ROOSENDAAL,1674,ROOSENDAAL,Noord-Brabant,GGD West-Brabant,www.dekameleon.info,89270,394852,pc6hnrgeentoev,,157,2.75,16.25,54.75,46.5,36.75,0
130,74154,16LO,16LO04,De Kameleon,Rooms-Katholiek,(V)SO,3,Zuiderdreef,320,4616AJ,BERGEN OP ZOOM,748,BERGEN OP ZOOM,Noord-Brabant,GGD West-Brabant,                                                                                ,78757,388398,pc6,,125,3,21,33.5,38,29.5,0
131,77338,00LH,00LH00,Prins Willem Alexanderschool,Rooms-Katholiek,(V)SO,3,Blaarthemseweg,83,5502JT,VELDHOVEN,861,VELDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,www.pwaveldhoven.nl,157639,381785,pc6hnrgeentoev,,145,8.25,16,32.25,33,55.5,0
132,82292,01PD,01PD00,Herman Broerenschool,Algemeen bijzonder,(V)SO,3,Waterleidingstraat,4,5244PE,ROSMALEN,796,S HERTOGENBOSCH,Noord-Brabant,GGD Hart voor Brabant,www.hermanbroerenschool.nl,156226,414823,pc6hnrgeentoev,,245,32,72.25,105.25,17.75,17.75,0
133,82292,02SJ,02SJ00,Klimop School voor Buitengewoon Lager Onderwijs,Rooms-Katholiek,(V)SO,3,Heerendonklaan,4,5223XB,'S-HERTOGENBOSCH,796,S HERTOGENBOSCH,Noord-Brabant,GGD Hart voor Brabant,www.zmlnoordoostbrabant.nl,147717,411263,pc6hnrgeentoev,,324,0,0,28.25,142.25,153.5,0
134,82292,02SJ,02SJ01,Klimop School voor Buitengewoon Lager Onderwijs,Rooms-Katholiek,(V)SO,3,De Tijvert,7,5282RL,BOXTEL,757,BOXTEL,Noord-Brabant,GGD Hart voor Brabant,                                                                                ,150205,400697,pc6hnrgeentoev,,67,6.5,15.25,14,16.5,14.75,0
135,82292,02SW,02SW00,Bernadetteschool,Rooms-Katholiek,(V)SO,3,Ruwaardstraat,15,5342AH,OSS,828,OSS,Noord-Brabant,GGD Hart voor Brabant,www.bernadetteschool.net,164221,419030,pc6hnrgeentoev,,110,7.25,19,20.5,25,38.25,0
136,82292,14OT,14OT00,Franciscusschool voor Zmlk,Rooms-Katholiek,(V)SO,3,Sweelinckstraat,4,5462CR,VEGHEL,860,VEGHEL,Noord-Brabant,GGD Hart voor Brabant,www.franciscusschool.com,165705,402768,pc6hnrgeentoev,,131,12.5,22.5,33.5,33.75,28.75,0
137,85269,23XK,23XK00,De Zwengel School voor SO en VSO,Algemeen bijzonder,(V)SO,4,Carillonlaan,3,5261LT,VUGHT,865,VUGHT,Noord-Brabant,GGD Hart voor Brabant,www.dezwengel.nl,149163,406413,pc6hnrgeentoev,,267,6,22.75,52.25,111.5,74.5,0
138,85269,23XK,23XK01,De Zwengel,Algemeen bijzonder,(V)SO,4,Platanenlaan,26-b,5507MD,VELDHOVEN,861,VELDHOVEN,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,154172,381434,pc6hnrtoev,,72,3.25,12.5,15.5,32.5,8.25,0
139,85269,23XK,23XK03,De Zwengel School voor SO en VSO,Algemeen bijzonder,(V)SO,4,Brevierpad,34,5709AD,HELMOND,794,HELMOND,Noord-Brabant,GGD Brabant-Zuidoost,                                                                                ,177240,386875,pc6hnrgeentoev,,69,3.25,13.5,26.5,17.75,8,0
140,11095,04GJ,04GJ00,De Eenhoorn zmlk,Openbaar,(V)SO,3,Eikstraat,36,1623LT,HOORN NH,405,HOORN,Noord-Holland,GGD Hollands-Noorden,www.sodeeenhoorn.nl,133207,517506,pc6hnrgeentoev,,275,18.5,40.25,57,83.25,76,0
141,30742,07IT,07IT00,School voor Zeer Moeilijk Lerende Kinderen De Meerpaal,Protestants-Christelijk,(V)SO,3,Langevliet,81,1788BJ,DEN HELDER,400,DEN HELDER,Noord-Holland,GGD Hollands-Noorden,www.demeerpaaldenhelder.nl,112193,544186,handmatig,website,135,11,16.5,33.5,28.25,45.75,0
142,40837,00TD,00TD00,De Zevensprong,Algemeen bijzonder,(V)SO,3,Grote Houtweg,180,1944HJ,BEVERWIJK,375,BEVERWIJK,Noord-Holland,GGD Kennemerland,                                                                                ,105503,500805,pc6hnrgeentoev,,160,12.5,17.5,34,40.25,55.75,0
143,40837,01MI,01MI00,Heliomare Onderwijs,Algemeen bijzonder,(V)SO,3 en 4,Relweg,51,1949EC,WIJK AAN ZEE,375,BEVERWIJK,Noord-Holland,GGD Kennemerland,www.heliomare.nl,101108,501367,pc6hnrgeentoev,,466,22,39.75,68.75,127.75,207.75,0
144,40837,01MI,01MI04,Mytyl Scholengemeenschap Heliomare,Algemeen bijzonder,(V)SO,3,Slachthuisstraat,67,1508EC,ZAANDAM,479,ZAANSTAD,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,116233,497276,pc6hnrgeentoev,,16,6.25,4.25,4.5,1,0,0
145,40837,01WX,01WX00,De Alk,Algemeen bijzonder,(V)SO,3,Van Harenlaan,23,1813KE,ALKMAAR,361,ALKMAAR,Noord-Holland,GGD Hollands-Noorden,www.dealk.nl,111609,514630,pc6hnrgeentoev,,231,24.25,40.5,51.5,60,54.75,0
146,41208,16OJ,16OJ04,ZMOK School Dr Dqr Mulock Houwer,Openbaar,(V)SO,4,Trompstraat,1,1271SX,HUIZEN,406,HUIZEN,Noord-Holland,GGD Gooi en Vechtstreek,                                                                                ,144155,478819,pc6hnrgeentoev,,39,0,0,1.75,25,12.25,0
147,41290,00SL,00SL00,Stichting Mozarthof,Algemeen bijzonder,(V)SO,3,Mozartlaan,29,1217CM,HILVERSUM,402,HILVERSUM,Noord-Holland,GGD Gooi en Vechtstreek,www.mozarthof.nl,139093,472203,pc6hnrgeentoev,,235,9.75,48,57,49.75,70.5,0
148,41388,02YP,02YP00,Mytylschool De Trappenberg,Algemeen bijzonder,(V)SO,3,Crailoseweg,116,1272EX,HUIZEN,406,HUIZEN,Noord-Holland,GGD Gooi en Vechtstreek,www.mytylschool-detrappenberg.nl,142892,476567,pc6hnrgeentoev,,200,21.25,36.75,36.5,50.25,55.25,0
149,41450,14RB,14RB01,J.H.Donnerschool,Protestants-Christelijk,(V)SO,4,Jan van der Heijdenstr,36,1221EJ,HILVERSUM,402,HILVERSUM,Noord-Holland,GGD Gooi en Vechtstreek,                                                                                ,141523,471555,pc6hnrgeentoev,,79,15.25,30.25,33.5,0,0,0
150,41664,18EC,18EC00,Prof Dr Gunningschool,Openbaar,(V)SO,4,Korte Verspronckweg,7 -9,2023BS,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.dunamare.nl,103012,489370,pc6hnr,,363,7.5,41,75,155.75,83.75,0
151,41852,16KI,16KI00,Dynamica Onderwijs,Openbaar,(V)SO,3,Molenwerf,1-C,1541WR,KOOG AAN DE ZAAN,479,ZAANSTAD,Noord-Holland,GGD Zaanstreek/Waterland,www.dynamica.nu.nl,114996,496961,pc6hnr,,181,12.25,28,42.5,52.5,45.75,0
152,41853,18IS,18IS00,Dr A V Voorthuysenschool,Openbaar,(V)SO,3,Professor Eijkmanlaan,1,2035XA,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.voorthuijs.nl,105790,486839,pc6hnrgeentoev,,100,12,14.5,19.5,29,25,0
153,41853,18IS,18IS01,Dr A V Voorthuysenschool,Openbaar,(V)SO,3,Professor Eijkmanlaan,1,2035XA,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,www.voorthuijs.nl,105790,486839,pc6hnrgeentoev,,64,11,32,21,0,0,0
154,42514,18ZJ,18ZJ00,Openbare School voor zmok De Spinaker,Openbaar,(V)SO,4,Kees Boekestraat,1,1817EZ,ALKMAAR,361,ALKMAAR,Noord-Holland,GGD Hollands-Noorden,www.despinaker.nl,110297,517815,pc6hnrgeentoev,,283,6.5,41.75,74.75,110.25,49.75,0
155,42514,18ZJ,18ZJ01,De Spinaker,Openbaar,(V)SO,4,Burg Houwingsingel,4,1781XD,DEN HELDER,400,DEN HELDER,Noord-Holland,GGD Hollands-Noorden,                                                                                ,113335,551587,pc6hnrgeentoev,,59,0,0,4.5,37.25,17.25,0
156,42514,18ZJ,18ZJ02,De Spinaker,Openbaar,(V)SO,4,Dovenetel,78,1689SM,ZWAAG,405,HOORN,Noord-Holland,GGD Hollands-Noorden,                                                                                ,131806,519774,pc6hnrgeentoev,,131,0,0,15.5,88.25,27.25,0
157,42514,18ZJ,18ZJ03,Openbare School voor zmok De Spinaker,Openbaar,(V)SO,4,De Vork,18,1704BX,HEERHUGOWAARD,398,HEERHUGOWAARD,Noord-Holland,GGD Hollands-Noorden,                                                                                ,118384,521549,pc6hnrgeentoev,,41,0,0,0.75,24.25,16,0
158,42514,18ZJ,18ZJ06,Openbare School voor zmok De Spinaker,Openbaar,(V)SO,4,De Vork,16,1704BX,HEERHUGOWAARD,398,HEERHUGOWAARD,Noord-Holland,GGD Hollands-Noorden,                                                                                ,118346,521547,pc6hnrgeentoev,,61,0,0,0.25,24.5,36.25,0
159,42514,18ZJ,18ZJ07,Openbare School voor zmok De Spinaker,Openbaar,(V)SO,4,Stationsweg,44,1702AG,HEERHUGOWAARD,398,HEERHUGOWAARD,Noord-Holland,GGD Hollands-Noorden,                                                                                ,117421,520017,pc6hnrgeentoev,,91,0,0,3.25,11.5,75.5,0.75
160,42536,25HD,25HD00,Koninklijke Visio Onderwijs Huizen,Algemeen bijzonder,(V)SO,1,Amersfoortsestraatweg,180,1272RR,HUIZEN,406,HUIZEN,Noord-Holland,GGD Gooi en Vechtstreek,www.visio.org,141385,476599,pc6hnrgeentoev,,80,5,13.75,20,22.5,17.75,1
161,42536,25HD,25HD01,Koninklijk Instituut tot Onderwijs van Slechtziende en Blinden,Algemeen bijzonder,(V)SO,1,Slotermeerlaan,103,1063JN,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,                                                                                ,116373,488021,pc6hnrgeentoev,,76,5,10,14.5,25.75,20.75,0
162,42558,15DZ,15DZ00,O.S.V.O. Martin Luther Kingschool,Openbaar,(V)SO,3,Aletta Jacobslaan,7,1442AG,PURMEREND,439,PURMEREND,Noord-Holland,GGD Zaanstreek/Waterland,                                                                                ,125464,503021,pc6hnrgeentoev,,134,6.5,19.25,33,43.5,31.75,0
163,77690,12QB,12QB00,O.G. Heldringschool,Algemeen bijzonder,(V)SO,3,Burgemeester Eliasstraat,20,1063EW,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.kolom.net,116853,488091,pc6hnrgeentoev,,207,14.5,22.75,35.5,58.25,76,0
164,77690,14UA,14UA00,Alphons Laudyschool,Rooms-Katholiek,(V)SO,3,Meer en Vaart,9,1068KV,AMSTERDAM,363,AMSTERDAM,Noord-Holland,GGD Amsterdam,www.alphonslaudy.nl,115436,486505,pc6hnrgeentoev,,266,13.25,47,49.75,76.5,79.5,0
165,83163,09QN,09QN00,De Schelp,Rooms-Katholiek,(V)SO,3,Nieuwe Landstraat,12,2021DE,HAARLEM,392,HAARLEM,Noord-Holland,GGD Kennemerland,deschelp.stichtingsintbavo.nl,104468,489470,pc6hnrgeentoev,,135,6.25,18.5,41.75,33,35.5,0
166,85035,01TQ,01TQ00,Zeer MOeilijk Lerende Kinderen School Klimop,Protestants-Christelijk,(V)SO,3,Hoflaan,10,1217EA,HILVERSUM,402,HILVERSUM,Noord-Holland,GGD Gooi en Vechtstreek,www.klimopschool.net,138936,472137,pc6hnrgeentoev,,74,4.25,11.25,15,20.75,22.75,0
167,85775,05PE,05PE00,De Waterlelie Expertise Centrum voor Onderwijs en Epilepsie,Protestants-Christelijk,(V)SO,3,Spieringweg,801,2142ED,CRUQUIUS,394,HAARLEMMERMEER,Noord-Holland,GGD Kennemerland,www.dewaterlelie.net,104743,483120,pc6hnrgeentoev,,174,11.75,24,55,51.5,31.75,0
168,13605,19QK,19QK00,De Twijn/Dr Itardschool,Openbaar,(V)SO,3,Dokter Hengeveldweg,2,8025AK,ZWOLLE,193,ZWOLLE,Overijssel,GGD IJsselland,                                                                                ,205262,502813,pc6hnrgeentoev,,116,12,20,20.5,36.5,27,0
169,13605,19VD,19VD00,De Twijn/De Driemaster,Openbaar,(V)SO,3,Boterdiep,5,8032XW,ZWOLLE,193,ZWOLLE,Overijssel,GGD IJsselland,                                                                                ,203523,505528,pc6hnrgeentoev,,302,41.25,49.25,72.5,70,69,0
